Type,Test Plan ID,Suite Path,Suite ID,Test Case ID,Title,Step Number,Step Action,Expected Result,Execution Status,Execution Outcome,Last Run Date,Last Run By,Assigned To,Created Date,Created By,Area Path,Iteration,Automated
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124120,Verify Institution Manager PHI Access Report Content,,,,Not Executed,,,,Cody Huls,2025-12-15T20:58:29.583Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124120,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124120,,2,Generate PHI access report,PHI access report is generated,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124120,,3,Download and review report contents,Report is downloaded and contents are reviewed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124120,,4,Verify data accuracy and completeness,Report data is verified,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124120,,5,Verify report content accuracy,Access report contains accurate data and user access patterns are properly logged and report format is appropriate for compliance,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124121,Verify Institution Manager Historical PHI Access Tracking,,,,Not Executed,,,,Cody Huls,2025-12-15T20:58:29.583Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124121,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124121,,2,Access PHI logs for extended periods,Historical PHI logs are accessed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124121,,3,Verify historical data availability,Historical data is reviewed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124121,,4,Review long-term access patterns,Long-term access patterns are analyzed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124121,,5,Verify historical tracking,Historical access data is maintained and long-term audit trails are accessible and compliance reporting spans appropriate timeframes,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124122,Verify Institution Manager Role-Based PHI Access Monitoring,,,,Not Executed,,,,Cody Huls,2025-12-15T20:58:29.583Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124122,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124122,,2,Review PHI access by different user roles,PHI access by different roles is reviewed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124122,,3,Verify role-based access tracking,Role-based access tracking is verified,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124122,,4,Monitor security compliance,Security compliance is monitored,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > PHI Compliance & Audit,124055,124122,,5,Verify role-based monitoring,Different user access levels are tracked and role-based access is properly logged and security boundaries are monitored,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,,SUITE: Patient Managment - Advanced Operations,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124093,Verify Institution Manager Delete Patient Records,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:29.367Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124093,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124093,,2,Select patient(s) for deletion,Patient(s) are selected from patient list,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124093,,3,Click Delete button,Delete action is triggered,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124093,,4,Confirm deletion,Deletion confirmation dialog is displayed and confirmed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124093,,5,Verify patient removal,Patients are removed from system,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124093,,6,Verify deletion success,Patient deletion confirmation is required and selected patients are successfully deleted and deletion affects related studies appropriately and audit trail records deletion activity,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124094,Verify Institution Manager Patient Transfer Operations,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:29.367Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124094,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124094,,2,Select patient for transfer,Patient is selected for transfer,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124094,,3,Click Transfer button,Transfer interface is triggered,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124094,,4,Configure transfer parameters,Transfer parameters are configured,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124094,,5,Execute patient transfer,Patient transfer is executed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124094,,6,Verify transfer success,Patient transfer interface is accessible and transfer options are properly displayed and patient data can be transferred between institutions,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124095,Verify Institution Manager Patient Study Management,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:29.367Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124095,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124095,,2,Select patient with studies,Patient with studies is selected,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124095,,3,Click Study button,Study management interface is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124095,,4,Access individual study management,Individual study is accessed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124095,,5,Verify study operations,Study operations are tested,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124095,,6,Verify study management functionality,Individual study management is accessible and study details can be viewed and managed and study-level actions are available,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124096,Verify Institution Manager Patient Studies Overview,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:29.367Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124096,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124096,,2,Select patient with multiple studies,Patient with multiple studies is selected,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124096,,3,Click Studies button,Studies overview is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124096,,4,Review all patient studies,All patient studies are reviewed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124096,,5,Verify studies display,Studies display is tested,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124096,,6,Verify studies overview functionality,Multiple studies view is accessible and all patient studies are displayed and bulk study operations are available,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124097,Verify Institution Manager Patient Data Export,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:29.367Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124097,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124097,,2,Select patients for export,Patients are selected for export operation,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124097,,3,Execute data export operation,Data export is executed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124097,,4,Verify export completeness and format,Export results are verified,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Advanced Operations,124051,124097,,5,Verify export success,Patient data export functions correctly and export includes all patient information and data format is appropriate for institutional use,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,,SUITE: Patient Managment - Creation,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124076,Verify Institution Manager Access Patient Creation Interface,,,,Not Executed,,,,Cody Huls,2025-12-15T20:54:28.817Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124076,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124076,,2,Navigate to Patients tab,Patients tab displays successfully,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124076,,3,Click New button,Patient creation interface is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124076,,4,Review patient creation form,Patient creation form is accessible,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124076,,5,Verify form fields and sections,New patient form is displayed and all required patient information fields are available and medical information sections are accessible and physician assignment functionality works,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,Verify Institution Manager Create Complete Patient Record,,,,Not Executed,,,,Cody Huls,2025-12-15T20:54:28.817Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,,2,Navigate to patient creation form,Patient creation form displays successfully,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,,3,Fill in all patient demographic information,Patient demographic information is entered (name + patient ID + birth date + gender),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,,4,Complete address information,Address information is entered (address + city + state + country + zip),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,,5,Add medical details (SSN + height + weight + allergies),Medical details are entered,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,,6,Set blood type and Rh factor,Blood type and Rh factor are selected,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,,7,Save patient record,Patient record is saved,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124077,,8,Verify patient creation success,Patient is successfully created with complete information and all demographic data is properly saved and medical information is accurately recorded and patient appears in patient list,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124078,Verify Institution Manager Patient Creation Field Validation,,,,Not Executed,,,,Cody Huls,2025-12-15T20:54:28.817Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124078,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124078,,2,Access patient creation form,Patient creation form displays successfully,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124078,,3,Attempt to save with missing required fields,Save operation is attempted without required data,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124078,,4,Verify validation messages,System validates required fields and appropriate error messages are displayed and save operation is prevented until required data is provided,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124078,,5,Attempt to save with invalid characters,Save operation is blocked by the system System provides some indication that invalid characters are not allowed.,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124079,Verify Institution Manager Patient Birth Date Validation,,,,Not Executed,,,,Cody Huls,2025-12-15T20:54:28.817Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124079,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124079,,2,Access patient creation form,Patient creation form displays successfully,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124079,,3,Test various birth date formats,Different date formats are entered in birth date field,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124079,,4,Verify date validation and processing,Birth date field accepts valid date formats and invalid date formats are rejected and age calculations are accurate,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124080,Verify Institution Manager Prevent Duplicate Patient IDs,,,,Not Executed,,,,Cody Huls,2025-12-15T20:54:28.817Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124080,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124080,,2,Attempt to create patient with existing patient ID,Patient creation is attempted with duplicate patient ID,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124080,,3,Verify duplicate prevention mechanism,Patient ID uniqueness is enforced and duplicate patient ID creation is prevented and appropriate error message is displayed,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124081,Verify Institution Manager Patient Gender Selection,,,,Not Executed,,,,Cody Huls,2025-12-15T20:54:28.817Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124081,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124081,,2,Access patient creation form,Patient creation form displays successfully,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124081,,3,Test gender selection options (Female + Male + Other),Gender options are tested,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Creation,124048,124081,,4,Verify selection persistence,Gender selection works correctly and all gender options are available (Female + Male + Other) and selection is properly saved and displayed,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,,SUITE: Patient Managment - Editing & Updates,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124088,Verify Institution Manager Access Patient Edit Interface,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:13.18Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124088,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124088,,2,Select a patient from the list,Patient is selected from patient list,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124088,,3,Click Edit button,Edit interface is triggered,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124088,,4,Verify edit form accessibility,Selected patient can be edited and edit form is pre-populated with existing data and all patient information sections are editable,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124089,Verify Institution Manager Update Patient Demographics,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:13.18Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124089,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124089,,2,Select and edit a patient,Patient edit form is displayed with existing data,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124089,,3,Modify demographic information,Demographic information is updated (name + birth date + gender + etc.),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124089,,4,Save changes and verify updates,Changes are saved,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124089,,5,Verify demographic update success,Patient demographic information can be updated and changes are properly saved and updated information reflects in patient list,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124090,Verify Institution Manager Update Patient Medical Information,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:13.18Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124090,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124090,,2,Edit patient medical information,Patient medical information section is accessed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124090,,3,Update blood type + allergies + alerts,Medical information fields are modified,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124090,,4,Save and verify medical data changes,Medical data changes are saved,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124090,,5,Verify medical information update success,Medical information can be modified and blood type and Rh factor updates work and medical alerts and allergies can be updated,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124091,Verify Institution Manager Update Patient Address Information,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:13.18Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124091,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124091,,2,Edit patient address details,Patient address section is accessed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124091,,3,Update all address fields,Address fields are modified (Address 1 + City + State + Country + Zip),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124091,,4,Save and verify address changes,Address changes are saved,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124091,,5,Verify address update success,Address information can be completely updated and all address fields accept changes and geographic information is properly saved,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124092,Verify Institution Manager Patient Physician Assignment,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:13.18Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124092,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124092,,2,Edit patient record,Patient edit form is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124092,,3,Access physician assignment section,Physician assignment interface is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124092,,4,Add physician to patient,Physician is searched and selected,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124092,,5,Verify assignment,Physician assignment is saved,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124092,,6,Verify physician assignment success,Physician assignment functionality works and physicians can be added to patient records and physician search and selection operates correctly,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124585,Verify Institution Manager Patient Social Security Validation,,,,Not Executed,,,,Cody Huls,2025-12-22T22:44:16.16Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124585,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124585,,2,"Edit valid social security number (e.g., 123894567)",Social security number is accepted,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Editing & Updates,124050,124585,,3,Verify invalid characters are not allowed in social security form-field,"Invalid characters such as ""xD"" and ""ROFL"" are not accepted as valid characters, system blocks the save",,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,,SUITE: Patient Managment - Search & Navigation,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124082,Verify Institution Manager Access Patient Search Interface,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:01.04Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124082,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124082,,2,Navigate to Patients tab,Patients tab displays successfully,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124082,,3,Click Search button,Search interface is triggered,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124082,,4,Review search dialog options,Search dialog is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124082,,5,Verify search functionality,Patient search dialog is displayed and search fields for Last Name + First Name + and Patient ID are available and search functionality works correctly,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124083,Verify Institution Manager Search Patients by Last Name,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:01.04Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124083,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124083,,2,Open patient search dialog,Patient search dialog is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124083,,3,Enter patient last name,Patient last name is entered in search field,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124083,,4,Execute search and verify results,Search is executed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124083,,5,Verify search results,Search by last name returns accurate results and partial name matches work correctly and search results are properly formatted,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124084,Verify Institution Manager Search Patients by Patient ID,,,,Not Executed,,,,Cody Huls,2025-12-15T20:55:01.04Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124084,,1,Login as institution manager,User is successfully logged into eCloud as institution manager,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124084,,2,Open patient search dialog,Patient search dialog is displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Administrative > Institution Manager > Patient Managment - Search & Navigation,124049,124084,,3,Enter specific patient ID,Patient ID is entered in search field,,,,,,,,,,
